,id,model,price,kilometer,registration_date,condition,zip_code,text,place
369,1099352672,Cabrio,44.90 €,22,2013,UnbeschädigtesFahrzeug,93413,"                    Z 4 35 is Top Zustand , 7 Stufen ZF Sport Automatik DKG mit Schaltwippen und Launch Control, Adaptives Fahrwerk Comfort-Sport-Sport +, Facelift Modell LCI , 22000 km , Navi Professional , HiFi Professional 650 Watt Verstärker / Equalizer , 12 Lautsprecher ; Leder MerinoCohibabraun / Schwarz mit erweiterten Umfängen , Inclusive einem komplett neuenSatz Original BMW M 437 Jet Black geschmiedete Fuchs Alufelgen vom M2/M3/M4 , 9""- 19 und 10""-19 mit 235/265 -19 Good Year Eagle F1 Neupreis 4500€ , M Paket komplett , Scheiben hinten schwarz foliert mit ABE ,Tempomat ,Edelholz Fineline anthrazit , Scheckheft , 3 x Service beim BMW HaendlerPlus 2 x Werks Service Neu.Alle Wartungen wurden gemacht. Motor Öl und Filter, Microfilter, Bremsflüssigkeit, Bremse hinten, Zündkerzen, Luftfilter, Fahrzeug Check, aktiver Fußgängerschutzusw.Neupreis 75000 €.Es gibt nur noch wenige Z4 35 is LCI mit geringer Laufleistung. Einziger BMW Roadster mit einem versenkbaren Hard Top VHT. Der Preis für dieses Fahrzeug wird sichhöchstwahrscheinlich erheblichsteigern.Der Zetti ist angemeldet, wird sporadisch bewegt und ist sofortverfügbar. Fahrzeug ist professionell Neu aufbereitet.Cabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 2999 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 10/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: AndereAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/Radio, Radio DABTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtPannenhilfe: PannenkitAusstattungABS, Ambiente-Beleuchtung, Armlehne, Bluetooth, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Freisprecheinrichtung, Innenspiegel autom. abblendend, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrufsystem, Regensensor, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Sprachsteuerung, Traktionskontrolle, USB, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter93413 ChamDeutschlandTel.: +49 0170 2300715Weitere Informationen bei",93413Bayern-Cham
370,1146809003,Limousine,37.99 €,20.25,2017,UnbeschädigtesFahrzeug,94544,"                    Sonderausstattung:Lackierung: Sophistograu BrillanteffektBusiness-Paket, Dachreling Aluminium satiniert, Speed-Limit-Anzeige, Innenausstattung: Lendenwirbelstütze Sitz vorn links und rechts, elektr. verstellbar, Metallic-Lackierung, Sitzbezug: Leder Mokka, Sitzheizung vorn, Sonnenschutzverglasung (hinten abgedunkelt),Weitere Ausstattung:Außentemperaturanzeige, AUX-IN-Anschluss (AUX-IN), Blinkleuchte in Außenspiegel integriert, Blinkleuchten Weiß, Bordcomputer, Bordmonitor mit Farbbildschirm, Bremsassistent, Bremsenergierückgewinnung, Check-Control-System, Dynamische Bremsleuchte, Dynamische Tractions Control (DTC), Exterieurumfänge Aluminium satiniert, Fahrassistenz-System: Bergabfahrkontrolle (HDC), Fahrassistenz-System: Fahrerlebnisschalter, Fahrassistenz-System: Performance Control, Fensterheber elektrisch vorn + hinten, Fernentriegelung Heckklappe, Freisprecheinrichtung Bluetooth mit USB-/Audio-Schnittstelle, Fußmatten Velours, Gepäckraumabdeckung / Rollo, Getränkehalter vorn und hinten, Heckklappenbetätigung automatisch, Isofix-Aufnahmen für Kindersitz an Rücksitz, Karosserie: 5-türig, Klimaautomatik 2-Zonen mit autom. Umluft-Control, Kopf-Airbag-System hinten, Kopf-Airbag-System vorn, Kopfstützen hinten klappbar, Lenkrad (Sport/Leder), Licht-Paket, LM-Felgen, Mittelarmlehne hinten, Motor 2,0 Ltr. - 140 kW 16V Turbodiesel, Multifunktion für Lenkrad, Park-Distance-Control (PDC) vorn und hinten, Parkbremse elektrisch, Personalisierungssystem (Personal Profile), Radstand 2810 mm, Reifendruck-Kontrollsystem, Rücksitzlehne geteilt/klappbar (40:20:40), Schadstoffarm nach Abgasnorm Euro 6, Scheibenwaschdüsen heizbar, Seitenairbag vorn, Sensor Scheibenbeschlagerkennung, Serien-Fahrwerk, Service-System: Intelligenter Notruf inkl. TeleServices, Sitze vorn mechanisch verstellbar, Start-Stop-Knopf, Start/Stop-Anlage (Funktion), Steckdose (12V-Anschluß) zusätzlich, Variable Sportlenkung, Wärmeschutzverglasung getönt, X-LineWR auf Wunsch (original BMW Felge), Nichtraucher, Garagenfahrzeug, Unfallfrei, 1A Zustand, von Werksangehörigen.LimousineGebrauchtfahrzeugUnfallfreiHubraum: 1995 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 6/2020Farbe: Grau MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: BraunAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung festRadio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungABS, Allradantrieb, Ambiente-Beleuchtung, Anhängerkupplung, Armlehne, Berganfahrassistent, Blendfreies Fernlicht, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nichtraucher-Fahrzeug, Notbremsassistent, Notrufsystem, Partikelfilter, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Skisack, Sommerreifen, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, USB, Winterreifen, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94544 HofkirchenDeutschland1. Tel.-Nr.: +49 08541 25642. Tel.-Nr.: +49 0175 7336502Weitere Informationen bei",94544Bayern-Hofkirchen
371,1141343521,Coupé,18.50 €,108,2007,UnbeschädigtesFahrzeug,94513,"                    Hallo,zum Verkauf steht ein BMW E86 Z4 Coupé original und unverbastelt.Jetzt schon ein Klassiker.Das Fahrzeug wurde immer gut gepflegt, per Hand gewaschen und befindet sich dem Alter entsprechend in einem sehr gutem Zusand.Sonderausstattung:- Carbonschwarz Metallic- M Sportsitze- M Sportlenkrad- BMW Individual Ausstattung bicolor New England- Navigation Professional- PDC Park Distance Control- Bi-Xenon Scheinwerfer- Klimaautomatik- HiFi System Professional DSP- Velour Fußmatten- Automatisch abblender Innenspiegel- Raucherpaket (Nichtraucherfahrzeug)- Sitzheizung- Dachhimmel Anthrazit- BMW Assist- Handyvorbereitung (Freisprechanlage / Bluetooth)- MP3 CD 6-fach Wechsler- Scheinwerferwaschanlage- Tempomat- Multifunktionslenkrad- Chrome Line Interieur- Driving Dynamic Control- Alarmanlage- Anklappbare AußenspiegelWeitere Informationen:- Komplett Scheckheft gepflegt- Kein Rennstreckenbesuch- Sorgsam warm und kalt gefahren- Raucher- und tierfreies Fahrzeug- 18"" OZ Sommerräder & original BMW 17"" Winterräder im Preis enthalten- Ölservice & Bremsflüssigkeitswechsel Neu- Deutsches Modell, kein ImportfahrzeugDa Privatverkauf keine Garantie, Gewährleistung oder Rücknahme!!!Verkauf nur an Privat!!!Sportwagen/CoupéGebrauchtfahrzeugUnfallfreiHubraum: 2996 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 4HU: 4/2021Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: ReserveradAusstattungABS, Alarmanlage, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Freisprecheinrichtung, Gepäckraumabtrennung, Innenspiegel autom. abblendend, Isofix, Isofix Beifahrersitz, Lederlenkrad, Leichtmetallfelgen, Lordosenstütze, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Raucherpaket, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportpaket, Sportsitze, Traktionskontrolle, Tuner/Radio, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94513 SchönbergDeutschlandTel.: +49 0171 8801066Weitere Informationen bei",94513Bayern-Schönberg
378,1154958103,SUV/Geländewagen,36.68 €,49.8,2017,UnbeschädigtesFahrzeug,84140,"                    - BMW ist unfallfrei und in einem sehr gepflegten Zustand- Garagen- und NichtraucherfahrzeugAusstattung:-X4 xDrive20d-Model XLine-Farbe: Alpinweiß-Vollleder ""Nevada"" Schwarz/Applikation mit Prägung-18"" LMR Y-Speiche 607 auf Sommerreifen 245/50/R18 mit Notlaufeigenschaften-optional Winterräder (LMR 18"" V-Speiche 307 auf 245/50/R18 auf Winterreifen mit Notlaufeigenschaften)-Auto Start-Stop Funktion-Ablagenpaket-Adaptives Kurvenlicht-Anhängerkupplung mit schwenkbaren Kugelkopf-Area-Code 2 für DVD-Automatic Getriebe mit Schaltwippen-Bereifung mit Notlaufeigenschaften und Reifendruckventilen-Blenden Instrumententafel schwarz hochglänzend-BMW Head-Up Display-Brake Energy Regeneration-Dachreeling Aluminium satiniert-Deaktivierung Beifahrer Airbag-Deutsch/Betriebsanleitung/Serviceheft-Deutschland-Ausführung-EU spezifische Umfänge-Fahrerlebnisschalter incl. ECO PRO-Fernlichtassistent-Freisprecheinrichtung mit USB Schnittstelle-Fußmatten in Velours-Geschwindigkeitsregelung mit Bremsfunktion-Hifi-Lautsprechersystem-Innen- und Außenspiegel automatisch abblendend-Innenspiegel automatisch abblendend-Intelligenter Notruf-Interieurleisten Aluminium Längsschliff fein-interne Steuerung-Kilometertacho-Klimaautomatik-LED Nebelscheinwerfer-Lichtpaket-M-Lederlenkrad-Multifunktion für Lenkrad-Navigationsystem Business-Parkdistance Controll (PDC)-Regensensor und automatische Fahrlichtsteuerung-Reifendruckanzeige-Rückfahrkamera-Scheinwerfer-Waschanlage-Sitzheizung für Fahrer- und Beifahrer-Sonnenschutzverglasung-Speed Limit Info-Sprachversion Deutsch-TeleServices-Warndreieck und VerbandkastenSUV/Geländewagen/PickupGebrauchtfahrzeugUnfallfreiHubraum: 1995 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 6/2020Farbe: WeißFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung schwenkbarRadio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtKurvenlicht (Art): Adaptives KurvenlichtAusstattungABS, Allradantrieb, Ambiente-Beleuchtung, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Fernlichtassistent, Freisprecheinrichtung, Geschwindigkeitsbegrenzer, Head-Up Display, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrufsystem, Partikelfilter, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Skisack, Sommerreifen, Soundsystem, Sprachsteuerung, Start/Stopp-Automatik, Touchscreen, Traktionskontrolle, USB, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84140 GangkofenDeutschland1. Tel.-Nr.: +49 08744 9191832. Tel.-Nr.: +49 0151 60220594Weitere Informationen bei",84140Bayern-Gangkofen
388,1178135772,NA,29 €,Unisex,NA,NA,94269,                    Zustand 1Preis incl. Versand!,94269Bayern-Rinchnach
396,1173790035,Coupé,108.91 €,14.9,2017,UnbeschädigtesFahrzeug,94081,"                    Privatverkauf , Unfallfrei, Scheckheftgepflegt, Kein Winter!!> Außen-/Innenspiegel mit Abblendautomatik und Regensensor>Airbag Fahrer-/Beifahrerseite > Außenspiegel Sport Design>Alarmanlage > Fahrassistenz-System: Park-Assistent vorn und hinten inkl.>Anti-Blockier-System (ABS) Rückfahrkamera>Antischlupfregelung (ASR) > Fahrassistenz-System: Verkehrszeichenerkennung>Antriebsart: Allradantrieb permanent > Feuerlöscher>Anzeigeinstrumente mit Hintergrund schwarz > Frontscheibe mit Bandfilter oben>Außenspiegel asphärisch, links > Fußmatten mit Ledereinfassungen Individual>Außenspiegel elektr. verstell- und heizbar, beidehwindigkeits-Regelanlage (Tempomat)>Automatisches Bremsen Differential (ABD) > Getriebe 7-Gang - Doppelkupplungsgetriebe (PDK)>Blinkleuchten LED > System Plus (PDLS+)ED, schwarz, inkl. Porsche Dynamic Light>Bordcomputer Tagfahrlicht LEDDynamisches Kurvenlicht Scheinwerfer-Reinigungsanlage>Bremssättel Rot lackiert (SRA)ŸPorsche Dynamic Light System Plus (PDLS+)>Connect Plus (Bluetooth, Apple CarPlay, WLAN,Innenausstattung: Luftdüsen, Lamellen lackiertVehicle-Tracking-System) > Innenausstattung: Zierblende Schalttafel lackiert>Dachhimmel Alcantara > Innenraumlicht-Paket / Licht-Design-Paket>Einschaltautomatik für Fahrlicht > Kopfstützen vorn mit Porschewappen>Fensterheber elektrisch > LM-Felgen (lackiert)>Getränkehalter > LM-Felgen vorn/hinten: 8,5x20 / 11,5x20 (Carrera Sport Rad)>Heckleuchten LED > Metallic-Lackierung>Heckscheibe heizbar > Mittelkonsole, Blende vorn lackiert>Heckspoiler > Radioempfang digital (DAB+)>Innenausstattung: Leder > Radnaben - Abdeckungen Porschewappen farbig>Innenraumüberwachung (Infrarot - System) > Raucher-Paket>Isofix-Aufnahmen für Kindersitz an Rücksitz> Schiebedach elektrisch (Glas)>Karosserie: 2-türig > Schriftzug Porsche + Schriftzug 911 lackiert>Klimaautomatik > Schwellerabdeckung / -verkleidung Wagenfarbe>Kopf-Airbag-System Porsche Side Impact Protection Systemg Plus(POSIP) > Sicherheitsgurte farbig>Kopf-Schulter-Airbag vorn (Thoraxbag) > Sitzbelüftung vorn>Lenksäule (Lenkrad) verstellbar > Sitzheizung vorn>Make-up-Spiegel im Fond beleuchtet > Sound-System BOSE>Mittelkonsole / Ablagenetz > Sport-Auspuffanlage>Modellpflege > Sport-Chrono-Paket>Motor 3,0 Ltr. - 309 kW KAT Dynamische Motorlagerung (Porsche Active Drivetrain Mount, PADM)>Motor-Schleppmoment-Regulator (MSR) > Sport-Fahrwerk (PASM)>Nebelschlussleuchte Sport-Fahrwerk tiefergelegt (20 mm)>Parkbremse elektrisch > Sportsitze Plus - Rückenlehnen Leder>Porsche Communications Management (PCM) inkl. DVD -ckel Alu-OptikNavigationsmodul (erweitert) > Verglasung hinten abgedunkelt (Privacyverglasung)>Porsche Stability Management (PSM)>Porsche Torque Vectoring Plus (PTV Plus)>Reifen-Reparaturkit>Reifendruck-Kontrollsystem>Schadstoffarm nach Abgasnorm Euro 6>Seitenairbag vorn>Sonnenblenden mit Spiegel (beleuchtet)>Start/Stop-Anlage>Tagfahrlicht LED>Verglasung getönt>Wegfahrsperre>Zentralverriegelung mit Funkfernbedienung>Adaptive Sportsitze inkl. Sitzverstellung 18-Wege undMemory-PaketSportwagen/CoupéGebrauchtfahrzeugUnfallfreiHubraum: 2999 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 7/2021Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtKurvenlicht (Art): Adaptives KurvenlichtPannenhilfe: NotradAusstattungABS, Alarmanlage, Allradantrieb, Armlehne, Blendfreies Fernlicht, Bluetooth, Bordcomputer, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Fernlichtassistent, Freisprecheinrichtung, Garantie, Innenspiegel autom. abblendend, Lederlenkrad, Leichtmetallfelgen, Multifunktionslenkrad, Navigationssystem, Nichtraucher-Fahrzeug, Panorama-Dach, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Start/Stopp-Automatik, Touchscreen, Traktionskontrolle, USB, Verkehrszeichenerkennung, ZentralverriegelungPrivatanbieter94081 FürstenzellDeutschlandTel.: +49 0151 12960129Weitere Informationen bei",94081Bayern-Fürstenzell
397,1173311370,Cabrio,105.00 €,12.85,2016,UnbeschädigtesFahrzeug,94447,"                    911 Targa 4 Typ 991/2 aus erster Hand, unfallfrei. Garagen-, Nichtraucher- und Liebhaberfahrzeug. Keine Dellen, keine angeschrammten Felgen etc.Lack tiefschwarzmetallic, Verdeck schwarz, Lederausstattung Bi-Color inkl. Sitze schwarz-bordeauxrot.7-Gang SchaltgetriebeWindschutzscheibe mit GraukeilSportabgasanlage20"" Carrera Sport RäderTempolimitanzeige mit VerkehrszeichenerkennungLicht-Design-PaketHomeLink GaragentoröffnerSport Multifunktionslenkrad mit LenkradheizungSportsitze PlusSitzheizungAblagenetzPorsche Wappen auf KopfstützenCabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 2981 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: --Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 5/2021Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: AndereAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Tagfahrlicht (Art): LED-TagfahrlichtPannenhilfe: PannenkitAusstattungABS, Alarmanlage, Allradantrieb, Ambiente-Beleuchtung, Apple CarPlay, Beheizbares Lenkrad, Berganfahrassistent, Bluetooth, Bordcomputer, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nichtraucher-Fahrzeug, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Sportfahrwerk, Sportsitze, Sprachsteuerung, Touchscreen, Traktionskontrolle, USB, Verkehrszeichenerkennung, WLAN / Wifi HotspotDer Preis ist Verhandlungsbasis.Privatanbieter94447 PlattlingDeutschlandWeitere Informationen bei",94447Bayern-Plattling
398,1173307160,Cabrio,57.90 €,74.6,2006,UnbeschädigtesFahrzeug,94036,"                    Top Zustand und sehr gepflegt!Unfallfrei und scheckheftgepflegt!997 Carrera S Cabrio mit der sehr seltenen Porsche Werksleistungssteigerung X51 auf 381 PS ab Werk!Ein Motorsound der ""unter die Haut"" geht - dank der Werksleistungssteigerung!Sehr gute Ausstattung!Traumhaft schöne und edle Farbkombination! (Es muss ja nicht immer schwarz/schwarz sein...)Anschauen lohnt sich!Die Porsche Approved Garantie läuft noch bis Ende April 2021 - somit trotz Kauf von Privat kein Risiko!!!Der letzte Service war im Oktober 2018 (natürlich im PZ).Sommerreifen und Batterie wurden im April 2019 erneuert!Mängelfreier TÜV wurde im Juli 2019 gemacht.Der Porsche wurde von mir nur im Sommer bei schönem Wetter bewegt.Lt. PZ befindet sich das Fzg. in einem außergewöhnlich guten Zustand!1. Hand war von 05/2006 bis 03/2007 (Porsche AG, Stuttgart)2. Hand war von 04/2007 bis 02/20133. Hand bin ich seit 03/2013Ausstattungen:342 Sitzheizung407 19-Zoll SportDesign Rad460 3-Speichen-Sportlenkrad Glattleder475 Porsche Active Suspension Management (PASM)635 ParkAssistent640 Sport Chrono Paket Plus666 Telefonmodul für PCM670 Navigationsmodul für PCM610 DVD Navigation Paket Europa680 BOSE Surround Sound-System692 CD-Wechsler CDC-4 (6-fach)X51 Leistungssteigerung Carrera S (280 KW)XLF SportabgasanlageP01 Adaptive Sportsitze810 Fussmatten981 Leder-Ausstattung (Sitze, Armaturenbrett)XSC Porsche Wappen auf Kopfstützen023 Ziffernblätter Kombiinstrument silber026 Ziffernblatt Stoppuhr silber071 EU-Länderausführung499 BRD-Ausführung555 Sicherheitsgurte in schwarz621 12V Steckdose (Beifahrer-Fussraum)601 Bi-Xenon-Licht288 Scheinwerfer-Reinigungsanlage424 CD-Ablage573 el. Klima (2-Zonen)534 Diebstahlsicherung551 Windschott476 Porsche Stability Management (PSM)480 6-Gang Schaltgetriebe219 Ausgleichsgetriebe271 el. verstell- und heizbare Außenspiegelel. Fensterheberel. VerdeckMemory für FahrersitzNachtblau met.Leder SteingrauVerdeck metropolblau",94036Kr.Passau-Passau
401,1170127338,Cabrio,65.91 €,140,1989,UnbeschädigtesFahrzeug,94086,"                    PORSCHE 911 3,2 CARRERA G-Modell mit H-Kennzeichen, TÜV Gutachten Zustandsnote 2 mit Wertgutachten €68.000,--, ist absolut trocken, in sehr sauberem Zustand und technisch einwandfrei. Das Fahrzeug ist zugelassen und wird von mir regelmäßig bewegt. Bei ernsthaftem Interesse ist eine Probefahrt möglich.Cabrio/RoadsterOldtimerUnfallfreiHubraum: 3125 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 7/2021Farbe: WeißFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungCD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Lederlenkrad, Leichtmetallfelgen, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Sommerreifen, Umklappbarer Beifahrersitz, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94086 Bad GriesbachDeutschlandTel.: +49 176 62031937Weitere Informationen bei",94086Bayern-BadGriesbachimRottal
405,1168342844,Cabrio,74.90 €,58.5,2010,UnbeschädigtesFahrzeug,94365,"                    Sehr gepflegter 997 4S Cabrio.Topausstattung: PDK, Bose, Sportlenkrad mit Schaltwippen, Sportabgasanlage, Sport-Chrono-Paket, Carrera Sportrad, adaptive Sportsitze mit Memory, dynamisches Kurvenlicht, Porsche Wappen auf Mittelarmlehne, Mitteltunnel Leder, Telefon, TempomatModell 2011Scheckheftgepflegt ausschließlich bei PorscheDeutsches Fahrzeug, kein Reimport, keine WerkszulassungTÜV bei Kauf neu. Ohne Mängel oder Beschädigungen, Felgen makellosCabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 3800 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 3/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtKurvenlicht (Art): KurvenlichtPannenhilfe: PannenkitAusstattungABS, Alarmanlage, Allradantrieb, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Innenspiegel autom. abblendend, Lederlenkrad, Leichtmetallfelgen, Lordosenstütze, Navigationssystem, Nebelscheinwerfer, Regensensor, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportsitze, Touchscreen, Traktionskontrolle, USB, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94365 ParkstettenDeutschlandTel.: +49 172 2603557Weitere Informationen bei",94365Bayern-Parkstetten
